Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait,Wep Type,Wep Cat,Notes
168,Gundam NT-1 [Chobham Armor],06-02-2-01,30,2,,4,1,11,16,1435,292,292,558,558,0,430,147,,,,Haro Chip Capsule
169,Gundam NT-1 [Chobham Armor],06-02-3-01,30,3,,4,1,11,16,558,891,292,891,891,0,127,,"Middle-Shooter Job, Enemy Sp. Shot Power reduced 25%",,,Haro Chip Capsule
170,Gundam NT-1 [Chobham Armor],06-02-4-01,30,4,,4,1,11,25,891,292,292,1144,292,127,430,,"With Technique attribute (self), Enemy Melee Power reduced 25%",,,Haro Chip Capsule
171,Gundam NT-1 [Chobham Armor],06-02-5-01,30,5,,4,1,11,25,891,292,292,891,558,127,430,,"When Armor > 60%, 13% chance to not recoil",,,Haro Chip Capsule
172,Zaku II Kai,06-04-1-01,31,1,,2,2,9,23,570,187,570,570,364,139,139,,"With Machine Gun Category equipped, Close Shot Attack raised 10%",,,Haro Chip Capsule
173,Zaku II Kai,06-04-2-01,31,2,,2,2,9,18,942,187,187,364,364,139,139,,"When Armor > 60%, Debuff EX Skill Effect up 12%",,,Haro Chip Capsule
174,Zaku II Kai,06-04-3-01,31,3,,2,2,9,18,364,570,187,570,570,29,29,,With Machine Gun Category equipped Melee Damage Output boosted 15%,,,Haro Chip Capsule
175,Zaku II Kai,06-04-4-01,31,4,,2,2,9,23,570,187,187,757,187,201,201,17,,,,Haro Chip Capsule
176,Zaku II Kai,06-04-5-01,31,5,,2,2,9,18,570,187,187,570,364,201,201,,"With ""Gundam Type"" enemy, Debuff EX Skill Effect up 12%",,,Haro Chip Capsule
177,Zaku Machine Gun [Zaku II Kai],06-04-7c-01,31,7,,2,2,9,23,570,0,1090,364,0,201,201,68,,2,9,Haro Chip Capsule
178,Gelgoog Jäger,06-07-1-01,32,1,,1,1,7,17,365,187,1278,365,187,0,81,3,,,,Haro Chip Capsule
179,Gelgoog Jäger,06-07-2-01,32,2,,1,1,7,17,571,187,187,757,365,0,282,,"Supporter Job, Buff EX Skill Time up 12%",,,Haro Chip Capsule
180,Gelgoog Jäger,06-07-3-01,32,3,,1,1,7,5,365,943,187,571,365,0,0,41,,,,Haro Chip Capsule
181,Gelgoog Jäger,06-07-4-01,32,4,,1,1,7,5,365,187,365,571,187,202,282,,"With Machine Gun Category equipped, Sp. Shot Power boosted 18%",,,Haro Chip Capsule
182,Gelgoog Jäger,06-07-5-01,32,5,,1,1,5,7,365,187,187,757,187,202,282,,"Middle-Shooter Job, Vernier Recovery Rate boosted 12%",,,Haro Chip Capsule
183,Large Beam Machine Gun [Gelgoog Jäger],06-07-7c-01,32,7,,1,1,7,17,187,0,1663,365,0,81,202,,"With Machine Gun Category equipped, Sp. Shot Power boosted 18%",1,9,Haro Chip Capsule
184,Hy-Gogg,06-05-2-01,33,2,1,2,3,4,17,1088,363,569,1088,1088,460,0,69,,,,Haro Chip Capsule
185,Hy-Gogg,06-05-3-01,33,3,,2,3,4,22,363,569,186,569,569,200,80,70,,,,Haro Chip Capsule
186,Hy-Gogg,06-05-4-01,33,4,,2,3,4,22,363,186,186,754,754,80,200,,"With ""Mass P."" enemy, Close Shot Attack raised 10%",,,Haro Chip Capsule
187,Hy-Gogg,06-05-5-01,33,5,,2,3,4,22,363,186,186,754,754,200,80,,"With ""Ace Excl."" enemy, Enemy Sp. Shot Power reduced 18%",,,Haro Chip Capsule
188,Kämpfer,06-06-1-01,34,1,,3,2,10,7,291,291,2300,291,889,0,0,3,,,,Haro Chip Capsule
189,Kämpfer,06-06-2-01,34,2,,3,2,10,7,1142,291,291,558,1142,428,0,,"With Technique attribute (self), Buff EX Skill time up 15%",,,Haro Chip Capsule
190,Kämpfer,06-06-3-01,34,3,,3,2,10,17,889,558,291,291,1142,302,126,,"When attacking with Physical, Strong Melee CRIT Rate boosted 17%",,,Haro Chip Capsule
191,Kämpfer,06-06-4-01,34,4,,3,2,10,26,558,291,291,558,1142,302,428,71,,,,Haro Chip Capsule
192,Kämpfer,06-06-5-01,34,5,,3,2,10,26,558,291,291,558,1142,428,302,72,,,,Haro Chip Capsule
193,GM Command [Space Type],06-03-1-01,35,1,,1,3,5,16,137,137,1016,137,373,0,0,3,,,,"Free Missions, Friend Point Capsule, Capital Shop"
194,GM Command [Space Type],06-03-2-01,35,2,,1,3,5,16,511,137,137,287,511,110,110,,"With Rifle Category equipped, Strong Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
195,GM Command [Space Type],06-03-3-01,35,3,,1,3,5,20,373,287,137,137,511,110,110,,"With Rifle Category equipped, Sp. Shot DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
196,GM Command [Space Type],06-03-4-01,35,4,,1,3,5,20,287,137,137,287,511,138,138,20,,,,"Free Missions, Friend Point Capsule, Capital Shop"
197,GM Command [Space Type],06-03-5-01,35,5,,1,3,5,20,287,137,137,287,511,138,138,,"With Speed attribute (self), Debuff EX Skill Effect up 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
198,Beam Gun [GM Command],06-03-7a-01,35,7,,1,3,5,19,137,0,1310,0,0,110,110,,"All-Rounder Job, Shooting DMG taken reduced 10",1,8,"Free Missions, Friend Point Capsule, Capital Shop"
199,Bullpup Machine Gun,06-03-7c-01,35,7,,1,3,5,19,137,0,1310,0,0,110,110,,"With Speed attribute (self), Initial EX Skill Charge boosted 10%",2,9,"Free Missions, Friend Point Capsule, Capital Shop"
200,Curved Shield [GM Command],06-03-8-01,35,8,,1,3,5,19,287,0,0,287,798,143,143,73,,,,"Free Missions, Friend Point Capsule, Capital Shop"
201,Den'an Zon,13-02-1-01,36,1,,2,2,2,6,570,187,1089,187,187,201,81,,"When Armor < 30%, Shooting DMG Output boosted 15",,,Haro Chip Capsule
202,Den'an Zon,13-02-2-01,36,2,,2,2,2,6,942,187,364,364,364,281,0,74,,,,Haro Chip Capsule
203,Den'an Zon,13-02-3-01,36,3,8,2,2,2,6,1089,364,364,942,1275,371,81,75,,,,Haro Chip Capsule
204,Den'an Zon,13-02-4-01,36,4,,2,2,2,7,570,187,187,364,570,281,201,,"Middle-Shooter Job, Long Shot Attack Raised 10%",,,Haro Chip Capsule
205,Den'an Zon,13-02-5-01,36,5,,2,2,2,7,570,187,187,364,570,281,201,76,,,,Haro Chip Capsule
206,Shot Lancer,13-02-6d-01,36,6,,2,2,2,20,570,1089,0,0,187,201,81,,"When Armor > 30%, Shooting DMG Output boosted 15",2,6,Haro Chip Capsule
207,Shot Lancer [Heavy Machine Gun],13-02-7c-01,36,7,,2,2,2,25,570,0,1480,0,0,281,81,,"When Armor < 30%, Shooting DMG Output boosted 15",2,9,Haro Chip Capsule
208,GM Custom,07-02-1-01,37,1,,1,3,5,3,287,138,902,287,138,0,55,3,,,,"Free Missions, Friend Point Capsule, Capital Shop"
209,GM Custom,07-02-2-01,37,2,,1,3,5,3,376,138,138,511,287,0,194,22,,,,"Free Missions, Friend Point Capsule, Capital Shop"
210,GM Custom,07-02-3-01,37,3,,1,3,5,21,287,641,138,376,287,0,0,,"Physical ranged weapon, reload speed boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
211,GM Custom,07-02-4-01,37,4,,1,3,5,21,287,138,287,376,138,138,194,,"With Speed attribute (self), EX Skill Piercing boosted 15%",,,"Free Missions, Friend Point Capsule, Capital Shop"
212,GM Custom,07-02-5-01,37,5,,1,3,5,19,287,138,138,511,138,138,194,20,,,,"Free Missions, Friend Point Capsule, Capital Shop"
213,Curved Shield [GM Custom],07-02-8-01,37,8,,1,3,5,19,287,0,0,641,287,55,265,,"With Speed attribute (self), Sp. Shot DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
214,Dom Tropen,07-03-1-01,38,1,,1,2,11,23,372,137,372,287,372,138,54,,Beam ranged weapon magazine boosted 10%,,,"Free Missions, Friend Point Capsule, Capital Shop"
215,Dom Tropen,07-03-2-01,38,2,,1,2,11,23,640,137,137,287,511,54,0,22,,,,"Free Missions, Friend Point Capsule, Capital Shop"
216,Dom Tropen,07-03-3-01,38,3,,1,2,11,23,287,372,137,372,511,54,0,,"When Armor < 50%, Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
217,Dom Tropen,07-03-4-01,38,4,,1,2,11,8,372,137,137,137,511,190,54,,"When Armor < 50%, Strong Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
218,Dom Tropen,07-03-5-01,38,5,,1,2,11,8,372,137,137,287,372,190,54,27,,,,"Free Missions, Friend Point Capsule, Capital Shop"
219,Raketen Bazooka,07-03-7d-01,38,7,,1,2,11,8,372,0,797,0,287,190,54,,"With Bazooka Category equipped, Enemy Shooting Power reduced 10%",2,12,"Free Missions, Friend Point Capsule, Capital Shop"
220,Dom Tropen [Sand Brown],07-04-1-01,39,1,,1,3,11,17,372,137,372,287,372,54,138,,"Physical ranged weapon, magazine boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
221,Dom Tropen [Sand Brown],07-04-2-01,39,2,,1,3,11,17,640,137,137,287,511,0,54,,"Middle-Shooter Job, Strong Melee DMG Output boosted 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
222,Dom Tropen [Sand Brown],07-04-3-01,39,3,,1,3,11,21,287,372,137,372,511,0,54,,"When Armor < 50%, Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
223,Dom Tropen [Sand Brown],07-04-4-01,39,4,,1,3,11,21,372,137,137,137,511,54,190,,"When Armor < 50%, Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
224,Dom Tropen [Sand Brown],07-04-5-01,39,5,,1,3,11,21,372,137,137,287,372,54,190,27,,,,"Free Missions, Friend Point Capsule, Capital Shop"
225,Gundam Rose,16-04-1-01,40,1,,3,1,14,24,559,292,1436,292,891,303,127,,"With Power attribute (self), Long Shot Attack raised 14%",,,Haro Chip Capsule
226,Gundam Rose,16-04-2-01,40,2,,3,1,14,24,891,559,292,559,1144,430,0,77,,,,Haro Chip Capsule
227,Gundam Rose,16-04-3-01,40,3,8,3,1,14,24,1144,1994,292,1144,2304,592,127,78,,,,Haro Chip Capsule
228,Gundam Rose,16-04-4-01,40,4,,3,1,14,8,559,292,292,292,891,430,303,79,,,,Haro Chip Capsule
229,Gundam Rose,16-04-5-01,40,5,,3,1,14,8,559,292,292,292,891,430,303,,"With Saber Category equipped, Buff EX Skill Time up 15%",,,Haro Chip Capsule
230,Chevalier Saber,16-02-6a-01,40,6,,3,1,14,8,292,2594,0,0,559,303,127,,Job Gauge Increase boosted 13%,2,2,Haro Chip Capsule
231,Wing Gundam [Pre-Registration Reward],17-01-1-01,41,1,,4,3,12,8,187,187,1480,187,570,0,0,3,,,,Pre-Registration Reward
232,Wing Gundam [Pre-Registration Reward],17-01-2-01,41,2,,4,3,12,1,754,187,187,364,754,0,281,179,,,,Pre-Registration Reward
233,Wing Gundam [Pre-Registration Reward],17-01-3-01,41,3,,4,3,12,8,570,364,187,187,754,81,201,,Melee DMG Output boosted 25,,,Pre-Registration Reward
234,Wing Gundam [Pre-Registration Reward],17-01-4-01,41,4,,4,3,12,13,364,187,187,364,754,281,201,,"With Power attribute (self), Long Shot Attack raised 14%",,,Pre-Registration Reward
235,Wing Gundam [Pre-Registration Reward],17-01-5-01,41,5,,4,3,12,13,364,187,187,364,754,201,281,,"All-Rounder Job, EX Skill Piercing boosted 22%",,,Pre-Registration Reward
236,Beam Saber [Wing / Pre-Registration Reward],17-01-6a-01,41,6,,4,3,12,13,570,1089,0,0,0,201,281,,"Defender Job, Job Gauge Increase boosted 11%",1,2,Pre-Registration Reward
237,Buster Rifle [Pre-Registration Reward],17-01-7a-01,41,7,,4,3,12,8,187,0,1864,0,0,81,201,,"All-Rounder Job, EX Skill Power boosted 25%",1,8,Pre-Registration Reward
238,Shield [Wing / Pre-Registration Reward],17-01-8-01,41,8,,4,3,12,8,364,0,0,364,1089,0,462,,"With Technique attribute (self), Sp. Shot DMG taken reduced 15",,,Pre-Registration Reward
239,Serpent Custom,18-02-1-01,42,1,,1,3,2,10,137,137,1012,137,372,0,0,,"When Armor > 90%, Projectile Speed boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
240,Serpent Custom,18-02-2-01,42,2,,1,3,2,10,511,137,137,287,511,190,0,49,,,,"Free Missions, Friend Point Capsule, Capital Shop"
241,Serpent Custom,18-02-3-01,42,3,,1,3,2,8,372,287,137,137,511,138,54,7,,,,"Free Missions, Friend Point Capsule, Capital Shop"
242,Serpent Custom,18-02-4-01,42,4,,1,3,2,8,287,137,137,287,511,138,190,,"Long-Shooter Job, Sp. Shot power boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
243,Serpent Custom,18-02-5-01,42,5,,1,3,2,7,287,137,137,287,511,190,138,80,,,,"Free Missions, Friend Point Capsule, Capital Shop"
244,Bazooka [Serpent],18-02-7d-01,42,7,,1,3,2,7,137,0,1309,0,0,138,54,,"With ""Gundam Type"" enemy, Sp. Shot DMG taken reduced 10",2,12,"Free Missions, Friend Point Capsule, Capital Shop"
245,Beam Cannon [Serpent],18-02-7b-01,42,7,,1,3,2,7,137,0,1309,0,0,138,54,,"Long-Shooter Job, Shooting DMG Output boosted 10",1,10,"Free Missions, Friend Point Capsule, Capital Shop"
246,Serpent Custom [Double Gatling Gun],18-03-1-01,43,1,,1,3,2,7,137,137,1016,137,373,0,0,,Beam ranged weapon magazine boosted 10%,,,"Free Missions, Friend Point Capsule, Capital Shop"
247,Serpent Custom [Double Gatling Gun],18-03-2-01,43,2,,1,3,2,7,511,137,137,287,511,110,110,,"When Armor > 90%, Melee DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
248,Serpent Custom [Double Gatling Gun],18-03-3-01,43,3,,1,3,2,24,373,287,137,137,511,110,110,81,,,,"Free Missions, Friend Point Capsule, Capital Shop"
249,Serpent Custom [Double Gatling Gun],18-03-4-01,43,4,,1,3,2,24,287,137,137,287,511,138,138,,"With Power attribute (self), Sp. Shot Power boosted 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
250,Serpent Custom [Double Gatling Gun],18-03-5-01,43,5,,1,3,2,24,287,137,137,287,511,138,138,,"With Power attribute (self), Sp. Shot DMG taken reduced 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
251,Duel Gundam,21-05-1-01,44,1,,3,3,7,24,889,291,1701,291,291,302,126,82,,,,Haro Chip Capsule
252,Duel Gundam,21-05-2-01,44,2,,3,3,7,13,1433,291,558,558,558,428,0,,"With Bazooka Category equipped, Sp. Shot Power boosted 25%",,,Haro Chip Capsule
253,Duel Gundam,21-05-3-01,44,3,,3,3,7,13,889,558,558,889,889,0,0,83,,,,Haro Chip Capsule
254,Duel Gundam,21-05-4-01,44,4,,3,3,7,13,889,291,291,558,889,428,302,,"When Armor < 40%, 13% chance to not recoil",,,Haro Chip Capsule
255,Duel Gundam,21-05-5-01,44,5,,3,3,7,24,889,291,291,558,889,428,302,84,,,,Haro Chip Capsule
256,57mm High-Energy Beam Rifle [Duel],21-05-7a-01,44,7,,3,3,7,24,889,0,2300,0,0,428,126,,"With Speed attribute (self), EX Skill Power boosted 25%",1,8,Haro Chip Capsule
257,Gae Bulg,21-05-7d-01,44,7,,3,3,7,24,889,0,2300,0,0,428,126,,"When Armor < 40%, Enemy Shooting Power reduced 25%",2,12,Haro Chip Capsule
258,Anti-Beam Shield [Duel],21-05-8-01,44,8,,3,3,7,23,889,0,0,558,1142,590,126,85,,,,Haro Chip Capsule
259,Aegis Gundam,21-04-1-01,45,1,,4,3,12,9,1181,384,2380,384,384,213,417,82,,,,Haro Chip Capsule
260,Aegis Gundam,21-04-2-01,45,2,,4,3,12,9,1977,384,796,796,796,0,611,,"When Armor > 40%, Shooting DMG taken reduced 35",,,Haro Chip Capsule
261,Aegis Gundam,21-04-3-01,45,3,,4,3,12,9,1181,796,796,1181,1181,0,0,86,,,,Haro Chip Capsule
262,Aegis Gundam,21-04-4-01,45,4,,4,3,12,13,1181,384,384,796,1181,417,611,87,,,,Haro Chip Capsule
263,Aegis Gundam,21-04-5-01,45,5,,4,3,12,13,1181,384,384,796,1181,417,611,,"When Armor > 40%, Enemy Sp. Shot Power reduced 17%",,,Haro Chip Capsule
264,60mm High-Energy Beam Rifle,21-04-7a-01,45,7,,4,3,12,25,1181,0,3177,0,0,213,611,,"Out-Fighter Job, Enemy Shooting Power reduced 30%",1,8,Haro Chip Capsule
265,Anti-Beam Shield [Aegis],21-04-8-01,45,8,,4,3,12,13,1181,0,0,796,1602,213,806,88,,,,Haro Chip Capsule
266,Astray Green Frame,23-03-1-01,46,1,,2,1,9,26,570,187,364,570,187,201,81,82,,,,Haro Chip Capsule
267,Astray Green Frame,23-03-2-01,46,2,,2,1,9,26,754,187,187,754,365,281,0,,"With Power attribute (self), Debuff EX Skill Effect up 12%",,,Haro Chip Capsule
268,Astray Green Frame,23-03-3-01,46,3,,2,1,9,26,187,1480,187,754,187,0,0,,"With Power attribute (self), Strong Melee CRIT Rate boosted 14%",,,Haro Chip Capsule
269,Astray Green Frame,23-03-4-01,46,4,,2,1,9,23,364,187,187,754,364,201,281,89,,,,Haro Chip Capsule
270,Astray Green Frame,23-03-5-01,46,5,,2,1,9,23,364,187,187,754,364,281,201,4,,,,Haro Chip Capsule
271,Twin Sword Rifle,23-03-6d-01,46,6,,2,1,9,6,187,1864,0,0,0,201,81,90,,1,6,Haro Chip Capsule
272,Twin Sword Rifle,23-03-7a-01,46,7,,2,1,9,6,570,0,1089,0,0,281,201,,"With Power attribute (self), Sp. Shot Power boosted 18%",1,8,Haro Chip Capsule
273,Anti-Beam Shield [Green Frame],23-03-8-01,46,8,,2,1,9,23,364,0,0,1089,364,462,0,,"With Power attribute (self), Strong Melee DMG taken reduced 15",,,Haro Chip Capsule
274,GN-X,25-04-1-01,47,1,,2,2,3,7,363,186,569,569,569,0,200,91,,,,Haro Chip Capsule
275,GN-X,25-04-2-01,47,2,,2,2,3,2,754,186,0,569,569,0,280,,"With Technique attribute (self), Buff EX Skill Effect up 12%",,,Haro Chip Capsule
276,GN-X,25-04-3-01,47,3,,2,2,3,2,363,569,186,569,569,80,200,92,,,,Haro Chip Capsule
277,GN-X,25-04-4-01,47,4,,2,2,3,7,363,186,186,754,754,200,80,93,,,,Haro Chip Capsule
278,GN-X,25-04-5-01,47,5,,2,2,3,26,363,186,186,754,754,80,200,,Beam ranged weapon magazine boosted 14%,,,Haro Chip Capsule
279,GN Beam Saber [GN-X],25-04-6a-01,47,6,,2,2,3,26,363,754,0,363,363,200,280,,10% chance of attacks penetrating super armor,1,2,Haro Chip Capsule
280,GN Beam Rifle [GN-X / Long Barrel],25-04-7b-01,47,7,,2,2,3,26,363,0,754,363,363,200,280,18,,1,10,Haro Chip Capsule
281,GN Beam Rifle [GN-X],25-04-7a-01,47,7,,2,2,3,21,363,0,754,363,363,200,280,62,,1,8,Haro Chip Capsule
282,GN Shield [GN-X],25-04-8-01,47,8,,2,2,3,26,0,0,0,940,940,80,371,94,,,,Haro Chip Capsule
283,GN-XIII,25-05-1-01,48,1,,2,3,2,22,570,187,1089,187,187,81,201,95,,,,Haro Chip Capsule
284,GN-XIII,25-05-2-01,48,2,,2,3,2,6,942,187,364,364,364,0,281,,"With Speed attribute (self), Buff EX Skill Time up 12%",,,Haro Chip Capsule
285,GN-XIII,25-05-3-01,48,3,,2,3,2,22,570,364,364,570,570,0,0,96,,,,Haro Chip Capsule
286,GN-XIII,25-05-4-01,48,4,,2,3,2,8,570,187,187,364,570,201,281,93,,,,Haro Chip Capsule
287,GN-XIII,25-05-5-01,48,5,,2,3,2,8,570,187,187,364,570,201,281,,Beam ranged weapon magazine boosted 14%,,,Haro Chip Capsule
288,GN Beam Saber [GN-XIII],25-05-6a-01,48,6,,2,3,2,6,570,1089,0,0,187,81,201,97,,1,2,Haro Chip Capsule
289,GN Lance,25-05-6d-01,48,6,,2,3,2,6,570,1089,0,0,187,81,201,98,,2,6,Haro Chip Capsule
290,GN Bazooka [GN-XIII],25-05-7d-01,48,7,,2,3,2,22,570,0,1480,0,0,81,281,,"When attacking with Beam, Sp. Shot DMG Output boosted 15 ",1,12,Haro Chip Capsule
291,GN Beam Rifle [GN-XII/Long Barrel],25-05-7b-01,48,7,,2,3,2,22,570,0,1480,0,0,81,281,18,,1,10,Haro Chip Capsule
292,GN Beam Rifle [GN-XIII],25-05-7a-01,48,7,,2,3,2,22,570,0,1480,0,0,81,281,,"In-Fighter Job, Shooting DMG taken reduced 15",1,8,Haro Chip Capsule
293,GN Lance [Rifle Mode],25-05-7a-02,48,7,,2,3,2,22,570,0,1480,0,0,81,281,,"With Speed attribute (self), Strong Melee DMG taken reduced 15",1,8,Haro Chip Capsule
294,GN-Shield [GN-XIII],25-05-8-01,48,8,,2,3,2,22,570,0,0,364,754,81,371,76,,,,Haro Chip Capsule
295,GN Archer,25-03-1-01,49,1,,2,3,12,7,365,187,1278,365,187,81,0,22,,,,Haro Chip Capsule
296,GN Archer,25-03-2-01,49,2,,2,3,12,7,591,187,187,757,365,282,0,,"Supporter Job, Debuff EX Skill Effect up 12%",,,Haro Chip Capsule
297,GN Archer,25-03-3-01,49,3,,2,3,12,15,365,943,187,571,365,0,0,99,,,,Haro Chip Capsule
298,GN Archer,25-03-4-01,49,4,,2,3,12,15,365,187,365,571,187,282,202,93,,,,Haro Chip Capsule
299,GN Archer,25-03-5-01,49,5,,2,3,12,15,365,187,187,757,187,282,202,100,,,,Haro Chip Capsule
300,Gundam AGE-1 Titus,26-02-1-01,50,1,,3,1,10,13,559,292,891,891,891,127,127,51,,,,Haro Chip Capsule
301,Gundam AGE-1 Titus,26-02-2-01,50,2,,3,1,10,13,1145,292,0,891,891,214,214,,"When attack with Physical, Strong Melee Power boosted 25%",,,Haro Chip Capsule
302,Gundam AGE-1 Titus,26-02-3-01,50,3,,3,1,10,6,559,891,292,891,891,127,127,101,,,,Haro Chip Capsule
303,Gundam AGE-1 Titus,26-02-4-01,50,4,,3,1,10,6,559,292,292,1145,1145,214,214,102,,,,Haro Chip Capsule
304,Gundam AGE-1 Titus,26-02-5-01,50,5,,3,1,10,6,559,292,292,1145,1145,214,214,,"When attacking with Physical, Melee Power boosted 25%",,,Haro Chip Capsule
305,Gafran,26-03-1-01,51,1,,2,1,2,6,364,187,187,757,757,139,139,,"With Module Category equipped, Close Shot Attack raised 10%",,,Haro Chip Capsule
306,Gafran,26-03-2-01,51,2,,2,1,2,7,757,187,0,570,570,139,139,103,,,,Haro Chip Capsule
307,Gafran,26-03-3-01,51,3,,2,1,2,7,364,570,187,570,570,81,81,4,,,,Haro Chip Capsule
308,Gafran,26-03-4-01,51,4,,2,1,2,7,364,187,187,757,757,139,139,,"With Module Category equipped, EX Skill Recovery boosted 18%",,,Haro Chip Capsule
309,Gafran,26-03-5-01,51,5,,2,1,2,6,364,187,187,757,757,139,139,104,,,,Haro Chip Capsule
310,Zudah,37-02-1-01,52,1,,1,2,9,8,372,137,287,372,137,138,54,,Long Rifle,,,"Free Missions, Friend Point Capsule, Capital Shop"
311,Zudah,37-02-2-01,52,2,,1,2,9,8,511,137,137,511,287,190,0,,"When Armor < 50%, Debuff EX Skill Effect up 10%",,,"Free Missions, Friend Point Capsule, Capital Shop"
312,Zudah,37-02-3-01,52,3,8,1,2,9,20,372,1012,137,1309,372,319,0,105,,,,"Free Missions, Friend Point Capsule, Capital Shop"
313,Zudah,37-02-4-01,52,4,,1,2,9,20,287,137,137,511,287,138,190,65,,,,"Free Missions, Friend Point Capsule, Capital Shop"
314,Zudah,37-02-5-01,52,5,,1,2,9,20,287,137,137,511,287,190,138,106,,,,"Free Missions, Friend Point Capsule, Capital Shop"
315,Anti-Ship Rifle,37-02-7b-01,52,7,,1,2,9,8,372,0,797,0,0,190,138,,"With Technique attribute (self), Enemy Shooting Power reduced 10%",2,10,Friend Point Capsule & Capital Shop
316,Zudah [Commander Type],37-01-1-01,53,1,,2,3,5,20,570,187,364,570,187,201,81,107,,,,Haro Chip Capsule
317,Zudah [Commander Type],37-01-2-01,53,2,,2,3,5,20,754,187,187,754,364,281,0,,"When Armor < 50%, EX Skill Piercing boosted 15%",,,Haro Chip Capsule
318,Zudah [Commander Type],37-01-3-01,53,3,8,2,3,5,20,570,1480,187,1864,570,462,0,105,,,,Haro Chip Capsule
319,Zudah [Commander Type],37-01-4-01,53,4,,2,3,9,5,364,187,187,754,364,201,281,108,,,,Haro Chip Capsule
320,Zudah [Commander Type],37-01-5-01,53,5,,2,3,5,9,364,187,187,754,364,281,201,106,,,,Haro Chip Capsule
321,Jesta,12-01-1-01,54,1,,2,2,2,19,364,186,1089,364,364,80,80,63,,,,Haro Chip Capsule
322,Jesta,12-01-2-01,54,2,,2,2,2,19,754,186,186,569,569,138,138,,"With Technique attribute (self), EX Skill Piercing boosted 16%",,,Haro Chip Capsule
323,Jesta,12-01-3-01,54,3,,2,2,2,19,364,1089,186,569,569,0,0,,"When Armor > 70%, Melee DMG taken reduced 15",,,Haro Chip Capsule
324,Jesta,12-01-4-01,54,4,,2,2,2,15,364,186,186,569,569,208,252,17,,,,Haro Chip Capsule
325,Jesta,12-01-5-01,54,5,,2,2,2,15,364,186,186,569,569,282,208,109,,,,Haro Chip Capsule
326,Beam Rifle [Jesta],12-01-7a-01,54,7,,2,2,2,15,364,0,1480,0,0,201,201,,"With Technique attribute (self), Sp. Shot CRIT Rate boosted 14%",1,8,Haro Chip Capsule
327,Jesta Cannon,12-02-1-01,55,1,,2,1,8,15,187,187,1480,187,570,0,0,,"When Armor > 70%, Close Shot Attacked raised 10%",,,Haro Chip Capsule
328,Jesta Cannon,12-02-2-01,55,2,,2,1,8,15,754,187,187,364,754,281,0,,"With Power attribute (self), Enemy Strong Melee Power Reduced 18%",,,Haro Chip Capsule
329,Jesta Cannon,12-02-3-01,55,3,,2,1,8,19,570,364,187,187,754,201,81,,"Middle-Shooter Job, Sp. Shot Power boosted 18%",,,Haro Chip Capsule
